Air temperature,Process temperature,Rotational speed,Torque,Tool wear,class
297.7,307.3,,,47.0,True
297.8,307.4,1752.0,,52.0,False
297.7,,1643.0,,55.0,False
,307.4,1488.0,36.1,57.0,False
297.8,307.4,1355.0,45.8,60.0,False
297.8,,1607.0,30.3,62.0,False
,307.6,,,64.0,False
,307.7,1517.0,44.4,67.0,False
297.9,307.7,1517.0,39.5,69.0,False
297.9,307.7,1546.0,37.6,72.0,False
,307.7,,34.7,74.0,False
298.1,307.9,1662.0,28.9,,False
298.1,307.9,,41.8,,False
298.3,308.0,1361.0,56.9,81.0,False
298.3,308.1,1630.0,32.7,83.0,False
,,1486.0,42.3,86.0,False
298.3,308.1,1840.0,21.5,,False
,308.1,1326.0,,90.0,False
,308.1,1367.0,57.8,92.0,False
298.4,308.1,1598.0,32.7,94.0,False
298.3,,1363.0,,96.0,False
298.3,308.0,1242.0,,98.0,False
298.2,307.8,1566.0,33.8,,False
298.1,307.7,1424.0,47.7,103.0,False
298.2,307.7,1608.0,33.8,106.0,False
298.1,307.7,1705.0,29.1,109.0,False
298.0,307.6,1548.0,45.8,111.0,False
298.0,307.6,1581.0,43.4,113.0,False
298.0,307.6,1472.0,,116.0,False
298.0,307.6,1792.0,26.0,,False
298.0,307.6,1683.0,32.8,122.0,False
297.9,307.6,1503.0,40.7,124.0,False
297.9,,1642.0,32.4,,False
297.8,,1902.0,24.3,129.0,False
297.7,307.4,1432.0,,132.0,True
297.8,307.4,1512.0,40.8,137.0,False
297.7,,1764.0,29.0,139.0,False
297.8,307.4,1438.0,43.6,141.0,False
297.8,,1631.0,29.9,144.0,False
297.9,307.5,1880.0,23.3,146.0,True
297.9,307.6,1344.0,,151.0,False
297.9,307.5,1574.0,35.8,153.0,False
297.8,307.4,1418.0,,155.0,False
297.8,307.5,1372.0,54.1,157.0,False
,307.5,1388.0,,159.0,False
297.9,,1493.0,36.0,161.0,True
297.9,,1505.0,40.1,166.0,False
,307.6,,,169.0,False
297.9,307.6,1968.0,20.4,171.0,False
,307.6,1569.0,35.6,173.0,False
297.9,307.6,1687.0,29.1,,False
297.9,307.6,1430.0,52.4,178.0,False
,307.6,1504.0,42.4,180.0,False
297.9,307.6,,20.2,182.0,False
298.0,307.7,1435.0,,184.0,False
,,1547.0,36.8,186.0,True
298.1,307.8,1316.0,57.2,191.0,False
,307.7,1621.0,34.9,194.0,False
298.0,307.8,,40.2,197.0,False
298.0,307.7,,,200.0,False
298.0,,1492.0,38.7,202.0,False
298.0,307.7,1387.0,50.8,,False
298.1,,1463.0,47.3,206.0,False
298.1,307.9,1496.0,40.0,0.0,False
,308.0,1658.0,30.0,,False
298.1,307.9,2161.0,17.5,5.0,False
298.1,307.9,,32.0,7.0,False
,307.8,1716.0,26.6,9.0,False
298.0,307.7,1529.0,34.1,11.0,False
297.9,307.7,1353.0,50.7,13.0,False
297.9,307.7,,,15.0,False
298.0,,1606.0,30.8,17.0,False
298.0,307.8,1314.0,47.8,19.0,True
298.0,307.8,1623.0,,24.0,False
,,1483.0,50.9,26.0,False
298.1,,1569.0,37.0,29.0,False
,308.0,1969.0,,32.0,False
298.1,,,29.3,35.0,False
298.1,308.0,1638.0,,38.0,False
298.1,307.9,1698.0,33.3,,False
298.1,307.9,1377.0,,42.0,False
298.1,,2129.0,18.4,45.0,False
298.2,308.0,,42.4,48.0,False
298.1,307.9,1517.0,40.8,50.0,False
298.1,307.9,1303.0,53.9,52.0,False
298.1,307.9,1578.0,35.6,55.0,False
,307.9,1425.0,58.2,,False
298.1,,1456.0,,59.0,False
298.1,308.0,1704.0,30.9,61.0,False
298.1,308.1,,,63.0,False
298.1,308.1,1616.0,32.8,65.0,False
298.2,308.1,1622.0,34.9,67.0,False
298.2,308.1,1462.0,49.9,69.0,False
298.1,308.1,1410.0,45.8,71.0,False
298.1,308.0,,41.9,73.0,False
298.0,307.9,1479.0,47.6,,False
298.0,,,22.7,79.0,False
298.0,,1266.0,60.5,81.0,False
,307.7,1593.0,34.9,83.0,False
297.9,307.8,1459.0,46.9,,False
297.9,307.7,1308.0,55.2,87.0,False
297.9,307.7,,,,False
,,1618.0,35.9,92.0,True
297.9,307.7,1464.0,43.2,,True
297.8,307.6,1352.0,49.4,,False
297.8,307.6,1446.0,51.4,105.0,False
297.8,307.5,1448.0,,107.0,False
297.8,307.5,1391.0,48.6,,False
297.7,307.5,1379.0,43.3,111.0,False
297.8,,1405.0,46.9,113.0,False
297.8,307.5,,,116.0,False
,307.6,,,118.0,False
297.9,307.6,,37.8,,False
298.0,307.6,,50.8,,False
297.8,307.5,1631.0,31.3,124.0,True
297.9,,1202.0,67.0,129.0,False
297.9,307.6,1298.0,52.7,,False
297.9,307.6,1612.0,30.7,,False
297.9,307.6,1747.0,25.3,,False
,,,48.7,,False
298.0,,1422.0,45.6,140.0,False
298.1,307.7,1419.0,47.4,142.0,False
298.1,,1633.0,30.7,145.0,False
298.0,307.7,1442.0,,148.0,False
298.0,307.6,1420.0,45.8,150.0,True
298.0,307.6,1301.0,,155.0,False
,307.6,,45.0,,False
,307.7,1487.0,,160.0,False
298.0,,1459.0,44.4,163.0,False
298.0,,1387.0,,166.0,False
298.1,,1537.0,40.8,,False
,307.6,1498.0,42.9,,False
298.2,,1599.0,31.2,,False
298.3,307.9,1420.0,39.2,176.0,True
,,1785.0,23.4,,False
298.2,,1423.0,48.1,183.0,False
298.2,,1583.0,,185.0,False
298.2,307.8,1375.0,46.6,188.0,False
298.3,308.0,1463.0,42.5,190.0,False
,307.9,,45.1,193.0,False
,308.0,1451.0,47.1,196.0,False
298.4,308.0,1416.0,38.2,,False
298.3,308.1,1672.0,41.3,0.0,False
298.3,308.0,1637.0,30.8,2.0,True
298.4,,1540.0,37.8,7.0,False
298.4,308.1,,53.1,9.0,False
298.4,308.2,1604.0,34.9,11.0,False
298.5,,1654.0,27.1,13.0,False
298.5,308.2,1564.0,37.5,15.0,False
298.5,308.2,,,18.0,False
298.5,308.3,1504.0,38.0,,False
298.5,308.3,1381.0,50.5,22.0,False
298.6,308.4,1562.0,34.4,,False
,308.3,1811.0,,27.0,False
298.6,308.3,1717.0,28.7,,False
298.6,308.3,1278.0,,32.0,False
298.7,308.5,1616.0,30.2,34.0,False
298.6,308.4,1397.0,46.4,36.0,False
298.6,308.4,,42.9,38.0,False
298.6,308.4,1310.0,,,False
298.5,308.2,1301.0,66.3,,False
298.5,308.3,1458.0,44.0,44.0,False
298.7,308.5,1483.0,42.5,46.0,False
298.7,308.5,,46.4,48.0,False
298.7,308.5,1660.0,27.0,50.0,False
298.7,308.4,1560.0,,53.0,True
298.7,308.5,1480.0,42.2,58.0,False
298.7,308.4,1373.0,46.9,,False
298.7,308.5,1444.0,54.2,62.0,False
298.7,308.6,1722.0,,64.0,False
298.7,308.5,,39.9,67.0,False
298.7,308.5,1360.0,52.9,69.0,False
298.7,,1750.0,,,False
298.7,,,,,False
298.7,308.5,1668.0,35.2,,False
298.9,308.6,1400.0,49.5,79.0,False
298.8,308.6,1331.0,62.8,81.0,False
,308.5,,42.2,83.0,False
298.8,308.5,1359.0,,85.0,True
298.8,308.5,1425.0,,90.0,False
,308.6,1469.0,34.2,,False
299.0,308.7,1892.0,22.8,,False
299.0,308.7,1940.0,,98.0,True
299.0,,1405.0,,103.0,False
299.0,,1449.0,39.6,105.0,False
299.1,308.9,,,108.0,False
299.1,308.9,1680.0,,110.0,False
299.1,308.9,1397.0,52.4,112.0,False
299.2,309.0,1597.0,30.3,115.0,False
299.3,309.1,1470.0,41.1,118.0,False
299.3,309.1,1703.0,31.3,,False
,309.1,1388.0,45.5,123.0,False
299.3,309.2,1775.0,24.2,125.0,False
299.3,309.2,1465.0,,127.0,False
299.3,,,37.9,129.0,False
299.5,309.3,1675.0,29.2,132.0,False
299.4,309.2,1470.0,44.4,135.0,False
,309.3,1477.0,40.4,138.0,False
299.5,309.3,1382.0,61.0,140.0,False
299.6,,1605.0,29.8,142.0,False
299.6,,1643.0,32.9,145.0,False
299.5,309.3,1333.0,54.1,,False
,,1520.0,,149.0,False
299.5,309.3,1902.0,24.0,151.0,False
299.5,,1386.0,,154.0,True
,,1803.0,27.7,159.0,False
299.7,309.6,1359.0,,,False
,,,,163.0,False
299.7,309.6,1321.0,,166.0,False
299.6,309.5,1453.0,41.4,,False
299.7,,1419.0,45.1,170.0,False
299.7,309.6,1512.0,36.2,,False
299.7,309.6,1553.0,36.8,174.0,False
299.7,,1534.0,39.1,176.0,False
,309.6,1553.0,,,True
299.7,309.5,1352.0,49.7,184.0,False
299.7,309.6,1313.0,60.0,186.0,False
299.6,,1570.0,35.5,189.0,False
299.6,309.4,1677.0,31.1,,False
299.5,309.4,1602.0,31.5,193.0,False
299.5,,1390.0,58.8,195.0,False
299.4,309.3,,36.0,197.0,False
299.4,309.4,1701.0,,,False
299.4,309.3,1692.0,,201.0,False
299.3,309.3,1523.0,37.9,,False
299.3,309.2,2280.0,15.4,207.0,False
299.4,309.3,,47.1,209.0,False
299.4,309.2,1513.0,36.1,212.0,True
299.4,309.3,1743.0,,0.0,True
299.5,309.3,1442.0,46.2,5.0,False
299.5,309.3,1462.0,46.7,7.0,False
299.4,309.3,,49.7,9.0,True
299.5,309.3,,36.6,14.0,False
299.6,309.4,,46.4,16.0,False
299.5,309.3,1941.0,22.5,,False
299.5,309.2,1393.0,47.3,,False
,309.2,1433.0,42.1,,False
299.4,309.2,1444.0,48.2,24.0,False
299.4,,1564.0,39.0,,False
299.4,,1377.0,43.6,28.0,False
299.4,309.3,1525.0,41.5,30.0,False
299.5,,1387.0,56.2,32.0,False
299.4,309.4,1326.0,47.5,35.0,False
299.4,,1401.0,59.0,38.0,False
299.4,309.3,1596.0,31.8,,False
299.3,309.3,,46.0,42.0,False
,,1528.0,37.8,45.0,False
299.3,309.3,1325.0,62.0,,False
299.3,309.1,1376.0,46.7,49.0,False
,309.1,,35.3,52.0,False
299.3,309.1,1495.0,44.0,,False
299.4,,1645.0,28.6,57.0,False
299.4,309.1,1417.0,47.3,59.0,False
299.4,309.0,1415.0,51.7,62.0,True
,309.0,1496.0,43.4,,False
299.3,,1508.0,,70.0,True
299.4,309.0,,,75.0,False
299.5,309.1,1852.0,22.6,77.0,False
299.5,,1863.0,22.5,79.0,False
299.4,309.1,1373.0,,,True
299.4,309.0,1404.0,,,False
299.4,309.0,1381.0,44.9,88.0,False
299.4,308.9,1762.0,,91.0,True
299.3,308.9,1429.0,43.0,96.0,True
299.3,308.9,1858.0,,,False
299.2,308.8,1908.0,,104.0,True
299.2,308.8,,37.4,109.0,False
299.2,308.8,1523.0,38.9,112.0,False
299.3,309.0,1491.0,38.4,115.0,False
299.2,308.9,1430.0,39.1,117.0,False
299.3,308.9,1258.0,69.4,119.0,False
,309.0,1449.0,46.5,,False
299.3,,1425.0,40.6,,True
299.4,,,24.3,,False
299.4,309.0,1607.0,33.7,130.0,True
299.4,309.0,,58.2,135.0,False
299.4,,1432.0,45.4,137.0,False
299.4,309.0,1660.0,28.4,139.0,False
299.3,309.0,1732.0,29.7,,True
299.3,309.0,1473.0,,,False
299.3,309.0,1511.0,,148.0,False
299.2,308.9,1588.0,41.5,150.0,False
299.3,308.9,1623.0,31.1,,False
299.3,309.0,1734.0,30.6,154.0,False
299.3,309.0,,47.6,156.0,False
299.3,309.0,1419.0,46.6,158.0,False
299.3,,1577.0,34.9,160.0,False
299.3,308.9,,60.3,163.0,False
,308.8,1442.0,,165.0,False
299.4,,1451.0,40.5,168.0,False
299.3,308.8,1550.0,45.8,170.0,False
299.3,308.8,1647.0,,172.0,False
299.4,308.9,,,174.0,False
299.4,,1583.0,34.1,,False
299.4,309.0,1613.0,32.2,178.0,False
299.3,308.8,1636.0,35.5,,True
299.3,308.7,1289.0,51.5,185.0,False
,,,,188.0,False
,,1397.0,45.4,,True
299.3,308.9,1767.0,24.8,196.0,False
299.3,308.8,1341.0,47.7,199.0,False
299.4,,1457.0,41.5,201.0,False
299.4,309.0,,19.8,204.0,False
,309.0,1399.0,49.7,207.0,False
,309.0,1602.0,,210.0,False
,,,41.0,213.0,False
299.4,309.1,1464.0,40.5,215.0,False
299.5,309.1,1336.0,42.1,,False
299.6,309.2,1422.0,,,False
299.6,309.2,,36.7,,False
299.5,,,47.8,223.0,False
299.6,309.2,1867.0,23.4,,False
299.6,309.1,1588.0,,,True
,309.1,1420.0,49.5,5.0,False
299.5,309.1,1415.0,,8.0,False
299.4,309.1,,,10.0,False
299.5,309.1,1502.0,44.6,,False
,309.2,1816.0,23.0,,False
299.5,309.2,1495.0,41.6,17.0,False
,,1572.0,33.4,20.0,False
299.5,309.2,,35.9,22.0,False
299.6,309.3,1387.0,48.3,25.0,False
299.6,,1393.0,47.7,28.0,False
299.6,309.2,1602.0,37.3,31.0,False
299.6,309.2,1601.0,33.3,,False
299.6,309.2,1597.0,,35.0,True
299.5,309.1,1548.0,44.3,40.0,True
299.5,309.2,,61.8,45.0,False
299.6,309.3,,39.8,48.0,False
,309.4,,43.4,51.0,False
299.8,309.4,1630.0,32.4,,False
299.7,309.4,1445.0,42.9,,False
299.8,309.4,1439.0,,57.0,False
299.7,309.3,,,,False
299.7,,1554.0,41.6,62.0,True
299.6,309.1,,44.3,,False
299.6,309.0,1648.0,33.6,70.0,False
,309.0,1472.0,,72.0,False
299.5,308.9,,42.9,74.0,False
,,1568.0,35.3,77.0,False
,308.9,1613.0,30.8,80.0,False
299.7,,1551.0,35.4,82.0,False
299.7,309.0,1412.0,49.2,85.0,False
299.7,308.9,1478.0,,87.0,False
,,1268.0,58.0,90.0,False
299.8,309.1,1546.0,35.6,93.0,False
299.8,309.0,1567.0,36.1,95.0,False
299.9,309.2,,35.7,97.0,False
299.8,309.0,1614.0,30.8,100.0,False
299.7,309.1,1352.0,46.1,102.0,False
299.9,309.2,1624.0,34.6,105.0,False
299.9,309.2,1436.0,52.0,,False
299.8,309.2,,37.5,109.0,False
299.8,309.2,,42.6,,True
299.8,309.3,1386.0,49.4,116.0,False
299.7,309.2,1401.0,54.1,118.0,False
299.6,,1245.0,64.0,,False
299.7,,1475.0,40.0,123.0,False
299.7,,1473.0,39.4,125.0,False
299.7,,1355.0,44.8,,True
299.7,309.2,1468.0,49.6,132.0,True
299.7,309.2,,30.8,137.0,False
299.7,309.1,1347.0,55.3,139.0,False
299.7,309.1,1713.0,33.5,141.0,False
,309.1,1435.0,48.4,,False
299.6,309.0,1736.0,26.1,146.0,False
299.6,309.0,,60.4,149.0,False
299.7,309.0,1605.0,33.0,151.0,False
299.6,309.0,1413.0,48.5,153.0,False
299.7,309.0,,,155.0,False
299.7,309.0,,49.0,158.0,False
299.6,308.9,1685.0,27.8,,False
299.5,308.8,1965.0,20.4,164.0,False
299.4,308.6,1542.0,41.8,166.0,True
299.4,308.7,,30.8,171.0,False
299.5,308.7,1446.0,45.7,173.0,False
299.4,308.6,1415.0,56.4,,False
299.5,308.6,1672.0,,177.0,False
299.5,308.7,2549.0,,179.0,False
299.4,308.6,,40.5,181.0,False
299.4,308.6,1455.0,,183.0,False
299.3,308.5,1422.0,43.1,186.0,False
299.3,308.6,1403.0,,,False
,308.6,1474.0,49.6,191.0,False
,308.6,1381.0,50.0,193.0,False
,308.5,1457.0,,195.0,False
299.2,308.4,1711.0,28.9,197.0,False
,308.4,1667.0,29.0,199.0,False
299.2,308.4,1465.0,,201.0,False
299.3,308.4,1542.0,37.5,203.0,False
299.3,308.4,1438.0,42.3,0.0,False
299.3,,,47.4,3.0,False
299.2,308.4,1396.0,48.5,,False
299.3,308.5,1304.0,60.6,8.0,False
,,1442.0,46.5,11.0,False
299.2,308.4,1396.0,48.7,13.0,False
299.1,,1424.0,43.4,16.0,True
299.1,308.3,1451.0,42.8,21.0,True
299.2,,1386.0,54.1,26.0,False
299.1,308.3,1325.0,46.9,28.0,False
299.1,,1559.0,33.7,30.0,False
299.1,,,,32.0,False
299.1,,1892.0,25.2,,False
299.1,308.2,1319.0,60.3,36.0,False
299.1,308.3,1431.0,52.3,,False
299.1,308.3,1521.0,36.5,40.0,True
,308.2,1435.0,,45.0,False
299.1,308.3,1533.0,42.4,,False
299.2,308.4,1529.0,43.0,50.0,False
299.2,308.4,,43.5,53.0,False
299.2,308.4,1330.0,51.2,56.0,False
299.2,308.5,1381.0,60.6,59.0,False
299.2,308.5,,52.4,,False
,,1438.0,46.6,63.0,False
299.3,308.6,1314.0,48.2,65.0,False
,308.6,1437.0,,67.0,False
299.2,,1821.0,26.1,69.0,False
299.3,308.6,,52.1,71.0,False
299.3,308.5,1589.0,32.7,74.0,False
299.3,308.6,1520.0,33.7,76.0,False
299.3,308.6,1605.0,37.0,78.0,False
299.3,308.7,1393.0,54.2,80.0,False
299.3,308.7,1408.0,44.4,82.0,True
299.3,308.7,1459.0,,87.0,False
299.4,308.7,1525.0,39.0,90.0,False
299.4,308.8,1390.0,57.0,92.0,False
,308.7,1536.0,38.9,94.0,False
299.4,,1459.0,47.6,96.0,False
299.2,,1387.0,,98.0,False
299.2,308.5,1378.0,53.4,,False
299.4,308.7,,56.7,102.0,False
299.4,308.7,1289.0,60.5,104.0,False
299.4,308.6,,26.8,107.0,False
299.4,,1541.0,39.1,109.0,False
299.4,308.7,1504.0,,112.0,False
299.5,308.7,1321.0,51.9,114.0,False
299.5,308.8,1886.0,,117.0,False
299.6,308.9,1422.0,53.2,,False
,308.9,1520.0,38.3,122.0,False
299.4,,1627.0,32.6,124.0,False
299.4,,,37.2,,False
299.4,308.7,1553.0,42.7,128.0,False
299.3,308.7,1802.0,,130.0,False
299.3,308.6,,37.6,,False
299.4,308.7,1446.0,62.9,134.0,False
,308.6,1371.0,,136.0,False
299.2,308.6,1586.0,,138.0,False
299.2,308.5,1515.0,39.8,141.0,False
,308.5,1374.0,53.6,143.0,False
299.1,308.5,1455.0,39.8,145.0,False
299.2,308.5,1342.0,47.5,,True
,308.6,1260.0,,152.0,False
,,1623.0,33.5,,True
299.1,308.5,1371.0,,,False
299.1,308.6,,31.4,161.0,False
299.0,308.4,1535.0,,163.0,False
299.1,308.6,1491.0,38.5,166.0,False
,308.6,1441.0,36.2,169.0,False
299.1,308.8,1725.0,26.6,,False
299.2,308.9,,47.2,175.0,False
299.2,308.9,,37.9,177.0,False
299.2,308.8,,,179.0,False
299.2,,1605.0,31.1,181.0,False
299.2,308.8,1405.0,,183.0,False
299.2,,1700.0,33.5,185.0,False
299.2,308.8,1440.0,39.1,,True
299.2,308.8,1314.0,52.5,,False
,308.7,1514.0,41.9,196.0,False
299.2,308.7,1401.0,47.0,198.0,False
,308.8,1636.0,,,False
299.3,308.8,1603.0,33.9,203.0,False
299.4,308.7,1487.0,,205.0,False
299.3,308.7,1420.0,,,False
,308.7,1579.0,36.3,211.0,False
299.3,308.7,1484.0,40.5,213.0,False
299.3,,,49.3,215.0,False
299.3,308.6,1384.0,53.6,218.0,False
299.2,308.5,1378.0,50.4,220.0,False
299.2,308.5,,45.2,222.0,False
299.2,308.4,1445.0,43.5,,False
299.2,308.4,,39.4,0.0,False
299.2,308.4,1434.0,46.8,2.0,False
299.2,308.4,1877.0,23.9,4.0,False
299.3,,,28.0,6.0,False
,,1466.0,41.3,8.0,False
299.1,308.1,1479.0,40.7,10.0,False
299.1,308.2,1409.0,46.4,12.0,False
299.2,308.2,1674.0,28.2,14.0,False
299.1,,1305.0,,17.0,False
299.2,308.3,1755.0,26.4,19.0,False
299.2,,1475.0,38.7,22.0,False
299.2,308.4,1402.0,47.7,24.0,False
299.2,308.3,,43.0,26.0,False
299.2,308.4,1436.0,41.8,28.0,False
,308.5,1386.0,42.2,30.0,False
299.3,308.6,,26.4,33.0,False
299.2,308.4,1393.0,48.4,35.0,False
299.3,308.5,1422.0,45.4,37.0,False
299.2,,1841.0,22.8,40.0,False
,308.6,1433.0,37.7,,False
299.3,308.5,1305.0,,44.0,False
299.3,308.6,1498.0,,47.0,True
299.3,308.5,1772.0,26.1,52.0,False
299.2,308.4,1381.0,42.5,54.0,False
299.3,308.5,1413.0,,,False
299.2,308.4,1388.0,53.2,59.0,True
299.2,308.6,1631.0,35.4,64.0,False
299.3,308.6,1520.0,41.4,67.0,True
,308.5,1510.0,45.4,72.0,False
,308.5,1366.0,49.7,74.0,False
299.4,308.5,1845.0,22.9,76.0,False
299.3,308.5,1485.0,44.7,78.0,False
299.3,308.5,1496.0,39.4,80.0,False
,308.4,1468.0,42.2,83.0,False
299.2,308.4,1856.0,22.7,86.0,False
299.2,308.4,,,89.0,False
299.3,308.5,1409.0,44.8,,False
,,,49.4,93.0,False
299.2,,1350.0,51.3,96.0,False
,308.4,1538.0,38.0,98.0,False
299.2,308.4,,,101.0,False
299.2,308.3,1364.0,51.8,104.0,False
299.2,308.3,1582.0,45.5,107.0,False
299.1,308.2,1348.0,56.1,,False
,308.2,1450.0,,112.0,True
299.0,308.1,1242.0,60.9,117.0,False
299.1,308.2,1493.0,34.9,119.0,False
299.1,308.3,1601.0,31.4,121.0,False
299.1,,1568.0,33.3,123.0,False
299.1,308.3,,38.0,125.0,False
299.1,308.3,1524.0,,,False
299.1,308.4,,37.9,130.0,False
299.2,308.5,1474.0,47.2,132.0,False
299.2,308.5,1526.0,,135.0,False
299.2,308.5,1867.0,,138.0,False
,308.5,1487.0,41.2,140.0,False
299.2,308.4,1580.0,32.6,,False
299.2,308.5,,50.0,144.0,False
299.2,308.5,,41.6,146.0,False
299.2,,1488.0,40.3,148.0,False
299.2,308.5,1742.0,,150.0,False
299.1,308.5,1592.0,34.2,153.0,False
299.2,308.6,1582.0,38.8,156.0,False
299.2,308.5,1490.0,43.2,158.0,False
,308.5,1594.0,35.8,160.0,False
299.2,308.6,1462.0,55.0,163.0,True
299.2,308.6,1367.0,47.6,,False
,308.7,1325.0,51.0,171.0,False
299.2,308.7,1448.0,,,True
299.1,308.7,,,178.0,False
299.1,308.7,,38.9,181.0,False
299.1,308.6,1437.0,41.6,,False
299.1,308.6,1499.0,45.1,,False
299.0,308.4,1356.0,52.6,188.0,False
299.1,308.5,1539.0,46.8,190.0,False
299.1,308.5,,32.1,,False
299.0,308.5,,,194.0,False
299.1,,1408.0,46.7,196.0,False
299.0,308.5,1886.0,23.0,198.0,False
299.1,,1415.0,43.4,0.0,False
299.1,308.5,1587.0,35.6,2.0,False
299.0,308.4,1571.0,38.6,,False
298.9,,1576.0,36.6,7.0,False
298.9,308.3,1660.0,34.4,,False
298.9,308.2,,49.2,,False
298.8,308.2,,44.7,14.0,True
298.9,308.2,2384.0,15.0,19.0,False
298.8,308.2,1443.0,53.4,21.0,False
298.9,308.2,2022.0,20.0,23.0,False
298.9,308.2,1828.0,23.8,26.0,False
298.8,308.1,1472.0,,28.0,False
,308.2,1372.0,63.6,30.0,False
,308.3,1855.0,23.8,,False
299.0,308.3,,,35.0,False
298.9,308.3,1432.0,48.9,38.0,False
298.9,308.2,1335.0,47.8,40.0,False
298.9,308.2,1411.0,51.3,43.0,False
,308.2,1510.0,43.5,,False
299.0,,,44.0,48.0,False
299.0,308.2,1358.0,42.7,50.0,False
298.9,308.2,1686.0,,53.0,False
299.0,,,30.4,55.0,True
299.1,308.3,1426.0,40.1,60.0,False
299.1,308.4,1330.0,53.6,62.0,False
,308.4,,31.6,65.0,False
299.1,308.4,1426.0,,67.0,False
299.1,,1676.0,31.0,69.0,False
299.1,308.4,,51.7,,False
299.1,308.5,,35.0,74.0,False
299.2,308.6,1267.0,68.2,,False
,,,55.1,78.0,True
299.3,308.6,1422.0,48.9,83.0,False
299.3,308.7,,,85.0,False
299.4,308.9,1440.0,42.5,87.0,False
299.3,308.8,1772.0,25.2,89.0,False
299.2,308.7,1492.0,37.8,,False
299.2,308.7,1650.0,,93.0,False
299.1,,2329.0,14.6,95.0,False
299.0,308.6,1648.0,,98.0,False
,308.6,,31.7,100.0,False
,308.6,1946.0,22.3,102.0,False
,308.6,1555.0,36.6,104.0,False
299.0,308.6,1661.0,32.2,106.0,False
299.0,308.6,1434.0,45.9,108.0,False
299.0,308.6,1297.0,,110.0,False
299.0,308.6,,46.4,112.0,False
298.9,308.6,1517.0,39.8,114.0,False
298.9,308.5,1742.0,34.5,117.0,False
298.9,308.5,1580.0,39.1,,False
298.9,308.5,,42.9,,False
298.9,,1481.0,40.7,124.0,False
299.0,308.6,1429.0,37.7,126.0,False
,308.6,1574.0,33.5,,False
298.9,308.6,1524.0,40.4,,False
299.0,308.7,1507.0,,,False
298.9,308.5,1467.0,44.7,136.0,False
,308.4,1301.0,51.1,138.0,False
298.9,308.5,1429.0,55.1,,False
298.9,308.5,1555.0,37.6,142.0,False
,,1503.0,40.6,145.0,False
298.9,308.5,1459.0,43.1,,False
298.9,,1449.0,42.4,,True
298.9,308.5,1387.0,57.3,154.0,False
298.9,308.5,1456.0,50.0,156.0,False
299.0,308.5,1604.0,34.7,159.0,False
299.0,308.6,1734.0,32.4,161.0,False
299.0,,1378.0,47.8,163.0,False
298.9,308.7,1504.0,41.8,165.0,False
,308.7,,49.8,167.0,False
298.8,,1524.0,37.7,170.0,True
298.8,308.6,1593.0,35.5,175.0,False
298.9,308.7,,28.4,,False
298.9,308.6,1623.0,31.0,,True
298.9,308.7,,,185.0,False
,308.7,1500.0,41.6,187.0,True
299.1,,1566.0,46.6,192.0,True
,,1445.0,,197.0,False
299.0,308.8,1382.0,58.5,,True
299.0,,1418.0,,204.0,False
299.1,308.8,1329.0,53.6,207.0,False
299.1,308.8,1491.0,41.0,,False
299.2,308.9,1573.0,37.4,212.0,False
,308.9,,,215.0,False
299.1,308.9,1467.0,47.2,218.0,False
299.1,308.9,1325.0,48.4,,False
299.1,308.9,1617.0,,223.0,False
299.1,308.9,1476.0,42.7,225.0,False
299.2,309.0,1515.0,48.9,228.0,False
299.2,309.0,1408.0,47.2,0.0,False
,309.1,1468.0,,2.0,False
299.2,309.1,1387.0,48.7,4.0,False
299.2,309.1,1503.0,34.7,6.0,False
,309.1,1410.0,47.1,9.0,True
299.0,308.9,1615.0,30.6,,False
299.0,308.9,1511.0,35.9,16.0,False
,309.0,1405.0,53.8,18.0,False
299.0,308.9,1526.0,41.1,20.0,False
,308.8,1530.0,38.3,23.0,False
299.0,308.7,1583.0,32.5,25.0,False
,308.6,2069.0,18.7,27.0,False
298.8,308.5,,35.0,29.0,False
298.8,308.5,1736.0,29.0,31.0,False
298.8,308.5,1395.0,44.4,,False
298.9,,,,35.0,False
298.8,,1631.0,32.4,38.0,False
298.8,308.6,1535.0,41.2,,False
298.8,,1584.0,34.4,42.0,False
298.8,308.7,1543.0,38.2,44.0,False
298.8,308.7,1635.0,35.2,,False
298.8,,1446.0,45.5,49.0,False
298.8,308.6,,35.1,,False
298.8,308.6,1501.0,35.0,55.0,False
298.8,308.5,1450.0,50.8,,False
,308.6,1730.0,25.9,59.0,False
298.8,,1571.0,33.7,61.0,False
298.9,308.7,1438.0,51.7,64.0,False
298.8,308.5,1510.0,38.7,,False
,308.7,1389.0,44.9,69.0,False
298.8,308.7,1490.0,33.6,71.0,False
298.9,308.7,1729.0,26.6,73.0,False
299.0,,1495.0,,,False
298.9,308.8,1281.0,53.9,77.0,False
298.9,,,48.1,79.0,True
299.1,308.8,,50.1,,False
,308.8,1413.0,42.1,86.0,False
299.1,308.8,1502.0,38.3,88.0,False
299.1,,1553.0,32.6,,True
299.2,308.9,1712.0,26.4,95.0,True
299.3,309.0,1786.0,,100.0,False
299.2,309.0,1951.0,,102.0,False
299.2,309.0,,36.3,104.0,False
299.2,309.1,1605.0,34.3,107.0,False
,309.1,1578.0,,109.0,False
299.3,,1440.0,,,False
,309.2,1489.0,,114.0,False
,309.3,1366.0,,116.0,False
,309.2,1541.0,37.2,118.0,False
299.3,309.1,1552.0,,120.0,True
