age,wife education,husband education,number,wife religion,wife working,husband occupation,standard,media,class
38.0,4.0,4.0,4.0,0.0,0.0,1.0,2.0,,False
23.0,,4.0,1.0,1.0,,1.0,2.0,0.0,False
18.0,3.0,4.0,1.0,1.0,1.0,3.0,4.0,0.0,False
25.0,3.0,4.0,3.0,1.0,1.0,2.0,3.0,,False
37.0,4.0,,,1.0,0.0,3.0,,0.0,False
20.0,3.0,4.0,1.0,1.0,,3.0,2.0,0.0,False
45.0,4.0,4.0,7.0,,,1.0,4.0,0.0,False
28.0,2.0,1.0,2.0,1.0,,,3.0,0.0,False
33.0,2.0,2.0,3.0,1.0,1.0,2.0,3.0,0.0,False
28.0,2.0,3.0,2.0,,,3.0,3.0,,False
30.0,2.0,4.0,1.0,1.0,,,4.0,0.0,False
32.0,4.0,4.0,4.0,1.0,1.0,2.0,4.0,0.0,False
48.0,,,,1.0,0.0,2.0,4.0,0.0,False
46.0,4.0,,,1.0,0.0,,4.0,0.0,False
,4.0,4.0,2.0,0.0,0.0,,4.0,0.0,False
49.0,,4.0,,1.0,1.0,1.0,4.0,0.0,False
33.0,2.0,2.0,,1.0,0.0,3.0,4.0,0.0,False
39.0,4.0,4.0,3.0,1.0,1.0,1.0,4.0,0.0,False
35.0,,,,,0.0,,4.0,0.0,False
,4.0,,3.0,0.0,1.0,1.0,3.0,0.0,False
20.0,,4.0,,1.0,1.0,,4.0,0.0,False
23.0,4.0,4.0,1.0,,1.0,,4.0,0.0,False
26.0,2.0,4.0,2.0,1.0,1.0,1.0,,,False
25.0,3.0,3.0,1.0,,1.0,3.0,1.0,0.0,False
31.0,4.0,4.0,,1.0,,,4.0,0.0,False
36.0,4.0,4.0,2.0,1.0,1.0,2.0,4.0,0.0,False
32.0,3.0,3.0,2.0,,0.0,,4.0,,False
36.0,,4.0,3.0,1.0,1.0,,,0.0,False
40.0,4.0,4.0,,1.0,,1.0,,0.0,False
46.0,4.0,,4.0,1.0,1.0,1.0,4.0,0.0,False
42.0,4.0,4.0,8.0,0.0,1.0,,4.0,0.0,False
,4.0,,4.0,1.0,0.0,1.0,4.0,,False
34.0,,4.0,,1.0,,1.0,4.0,0.0,False
36.0,,4.0,3.0,1.0,1.0,,4.0,0.0,False
37.0,4.0,4.0,3.0,,1.0,1.0,,,False
36.0,4.0,4.0,,0.0,,1.0,4.0,,False
,,,2.0,1.0,,1.0,4.0,0.0,False
,,,1.0,0.0,0.0,2.0,4.0,0.0,False
37.0,4.0,3.0,8.0,1.0,1.0,1.0,4.0,0.0,False
24.0,,4.0,1.0,1.0,0.0,4.0,2.0,1.0,False
42.0,2.0,,,1.0,1.0,1.0,,0.0,False
31.0,4.0,4.0,3.0,,0.0,4.0,4.0,,False
34.0,2.0,,2.0,1.0,1.0,3.0,3.0,0.0,False
34.0,4.0,,4.0,,1.0,,3.0,0.0,False
36.0,4.0,4.0,4.0,,0.0,1.0,,0.0,False
47.0,4.0,4.0,8.0,1.0,,1.0,4.0,0.0,False
,,4.0,3.0,1.0,1.0,1.0,4.0,0.0,False
44.0,4.0,4.0,6.0,0.0,,1.0,,0.0,False
21.0,4.0,,1.0,1.0,1.0,,4.0,,False
42.0,4.0,4.0,6.0,1.0,1.0,1.0,3.0,,False
44.0,4.0,,4.0,1.0,0.0,,3.0,0.0,False
,4.0,,1.0,1.0,,,3.0,0.0,False
,,3.0,7.0,1.0,0.0,2.0,3.0,1.0,False
24.0,4.0,,1.0,1.0,1.0,3.0,2.0,0.0,False
,3.0,4.0,,,,1.0,3.0,0.0,False
31.0,,3.0,,1.0,,3.0,3.0,0.0,False
47.0,3.0,4.0,11.0,1.0,0.0,2.0,3.0,0.0,False
38.0,,4.0,,1.0,0.0,3.0,3.0,0.0,False
40.0,,4.0,4.0,1.0,1.0,1.0,3.0,0.0,False
35.0,3.0,3.0,,1.0,1.0,3.0,2.0,0.0,False
26.0,3.0,4.0,3.0,1.0,1.0,3.0,4.0,0.0,False
23.0,4.0,3.0,3.0,1.0,1.0,3.0,,0.0,False
40.0,4.0,,6.0,0.0,0.0,1.0,4.0,0.0,False
37.0,4.0,4.0,3.0,1.0,1.0,1.0,4.0,0.0,False
39.0,,4.0,,1.0,1.0,2.0,4.0,0.0,False
25.0,4.0,,2.0,1.0,,2.0,4.0,0.0,False
48.0,4.0,4.0,4.0,0.0,,1.0,4.0,0.0,False
,4.0,4.0,3.0,1.0,1.0,1.0,4.0,0.0,False
26.0,4.0,,1.0,,1.0,2.0,4.0,0.0,False
44.0,4.0,4.0,5.0,1.0,,1.0,4.0,,False
,4.0,,1.0,,0.0,2.0,4.0,0.0,False
36.0,2.0,,6.0,1.0,,2.0,1.0,0.0,False
29.0,4.0,4.0,2.0,1.0,0.0,,3.0,0.0,False
37.0,2.0,3.0,7.0,1.0,1.0,,,0.0,False
,3.0,3.0,,,1.0,,,0.0,False
,2.0,,6.0,,,1.0,2.0,0.0,False
33.0,4.0,4.0,4.0,1.0,,1.0,4.0,,False
,4.0,4.0,,1.0,1.0,1.0,2.0,0.0,False
35.0,3.0,4.0,5.0,1.0,0.0,1.0,3.0,1.0,False
,,4.0,3.0,0.0,1.0,3.0,3.0,0.0,False
35.0,4.0,,5.0,1.0,0.0,1.0,3.0,0.0,False
29.0,4.0,4.0,2.0,,1.0,1.0,4.0,0.0,False
23.0,,3.0,2.0,,0.0,3.0,4.0,0.0,False
,4.0,4.0,2.0,1.0,,1.0,4.0,0.0,False
,4.0,,3.0,1.0,0.0,2.0,4.0,0.0,False
32.0,4.0,4.0,2.0,,0.0,1.0,4.0,0.0,False
,4.0,1.0,4.0,1.0,1.0,,3.0,0.0,False
36.0,4.0,4.0,,,,2.0,4.0,0.0,False
33.0,4.0,4.0,3.0,1.0,1.0,3.0,4.0,0.0,False
33.0,3.0,4.0,,0.0,,3.0,3.0,0.0,False
43.0,2.0,4.0,13.0,1.0,1.0,2.0,3.0,0.0,False
35.0,3.0,3.0,6.0,1.0,1.0,2.0,,0.0,False
38.0,4.0,,5.0,1.0,1.0,1.0,3.0,0.0,False
25.0,3.0,1.0,4.0,1.0,1.0,3.0,1.0,0.0,False
26.0,3.0,3.0,2.0,1.0,1.0,,2.0,0.0,False
,4.0,4.0,1.0,1.0,1.0,,4.0,0.0,False
22.0,3.0,4.0,,1.0,,4.0,4.0,0.0,False
33.0,,3.0,5.0,1.0,0.0,2.0,,0.0,False
45.0,3.0,3.0,7.0,,1.0,,4.0,0.0,False
29.0,4.0,,2.0,,0.0,1.0,3.0,0.0,False
47.0,2.0,2.0,7.0,1.0,,2.0,4.0,0.0,False
36.0,3.0,2.0,6.0,1.0,1.0,3.0,2.0,,False
45.0,3.0,3.0,8.0,1.0,,2.0,3.0,0.0,False
47.0,4.0,4.0,6.0,1.0,0.0,1.0,,0.0,False
,3.0,4.0,2.0,1.0,0.0,,4.0,0.0,False
44.0,4.0,,7.0,1.0,,,2.0,0.0,False
24.0,2.0,,2.0,1.0,1.0,3.0,,0.0,False
28.0,4.0,4.0,2.0,,0.0,1.0,3.0,0.0,False
34.0,4.0,,,,,,4.0,0.0,False
,3.0,,,1.0,1.0,1.0,3.0,,False
27.0,4.0,4.0,3.0,1.0,,1.0,4.0,,False
27.0,3.0,,1.0,1.0,0.0,3.0,4.0,0.0,False
26.0,4.0,4.0,1.0,1.0,0.0,1.0,3.0,0.0,False
,3.0,4.0,,,,2.0,2.0,0.0,False
35.0,,4.0,,0.0,1.0,3.0,3.0,0.0,False
38.0,4.0,4.0,6.0,1.0,1.0,3.0,,0.0,False
44.0,4.0,4.0,7.0,1.0,1.0,2.0,4.0,,False
25.0,4.0,,1.0,1.0,,1.0,4.0,0.0,False
25.0,4.0,4.0,,0.0,1.0,,3.0,0.0,False
41.0,4.0,4.0,4.0,1.0,1.0,,4.0,0.0,False
41.0,3.0,4.0,5.0,,1.0,,3.0,0.0,False
24.0,4.0,4.0,,1.0,0.0,1.0,,0.0,False
33.0,4.0,4.0,3.0,1.0,1.0,3.0,3.0,0.0,False
,,,3.0,1.0,0.0,3.0,3.0,0.0,False
47.0,4.0,,4.0,1.0,0.0,1.0,4.0,,False
28.0,4.0,,4.0,1.0,1.0,1.0,3.0,,False
21.0,,2.0,,1.0,1.0,3.0,2.0,0.0,False
32.0,,,6.0,,0.0,3.0,3.0,,False
30.0,,4.0,2.0,1.0,1.0,,4.0,,False
,4.0,4.0,5.0,1.0,1.0,3.0,4.0,,False
29.0,4.0,3.0,4.0,,0.0,3.0,2.0,0.0,False
38.0,4.0,4.0,3.0,1.0,0.0,1.0,4.0,,False
49.0,3.0,3.0,11.0,1.0,1.0,1.0,4.0,,False
41.0,3.0,3.0,,1.0,1.0,1.0,4.0,0.0,False
,3.0,4.0,,1.0,1.0,3.0,,1.0,False
47.0,1.0,,10.0,1.0,1.0,,3.0,0.0,False
22.0,4.0,4.0,1.0,1.0,1.0,,,0.0,False
,4.0,4.0,,0.0,0.0,1.0,4.0,0.0,False
34.0,3.0,,2.0,0.0,1.0,2.0,3.0,0.0,False
,3.0,,4.0,1.0,1.0,2.0,4.0,0.0,False
39.0,4.0,4.0,3.0,0.0,0.0,1.0,4.0,0.0,False
36.0,4.0,,3.0,,1.0,2.0,4.0,,False
21.0,4.0,4.0,1.0,1.0,,,,0.0,False
36.0,3.0,4.0,4.0,0.0,,2.0,4.0,,False
25.0,,3.0,1.0,1.0,0.0,,4.0,,False
,4.0,4.0,4.0,0.0,0.0,2.0,,0.0,False
32.0,4.0,4.0,4.0,0.0,0.0,2.0,4.0,0.0,False
41.0,4.0,4.0,,0.0,0.0,2.0,4.0,0.0,False
,4.0,4.0,3.0,,1.0,1.0,4.0,0.0,False
,,4.0,3.0,,1.0,2.0,3.0,0.0,False
24.0,4.0,4.0,2.0,1.0,,,3.0,,False
43.0,4.0,4.0,,1.0,,1.0,,0.0,False
,,,,0.0,,1.0,4.0,0.0,False
,4.0,4.0,2.0,,1.0,1.0,,0.0,False
24.0,4.0,4.0,1.0,1.0,,1.0,,0.0,False
,4.0,4.0,,1.0,0.0,,,0.0,False
39.0,4.0,4.0,3.0,1.0,1.0,1.0,4.0,0.0,False
,4.0,4.0,1.0,1.0,,1.0,4.0,0.0,False
33.0,,3.0,5.0,1.0,1.0,2.0,4.0,0.0,False
29.0,4.0,,2.0,,,,4.0,,False
44.0,4.0,4.0,5.0,1.0,1.0,1.0,,0.0,False
17.0,4.0,4.0,1.0,1.0,1.0,2.0,4.0,0.0,False
35.0,,4.0,,1.0,,,2.0,0.0,False
32.0,,,5.0,1.0,,,2.0,0.0,False
27.0,4.0,,2.0,1.0,0.0,1.0,3.0,0.0,False
44.0,4.0,4.0,4.0,1.0,1.0,1.0,4.0,0.0,False
,4.0,4.0,5.0,1.0,1.0,1.0,4.0,,False
,4.0,4.0,6.0,,,1.0,,0.0,False
,,4.0,3.0,,1.0,1.0,4.0,0.0,False
33.0,4.0,4.0,5.0,,1.0,2.0,4.0,0.0,False
35.0,2.0,4.0,3.0,0.0,,3.0,,1.0,False
31.0,,2.0,2.0,,1.0,,,,False
37.0,4.0,4.0,3.0,0.0,1.0,3.0,4.0,,False
45.0,,4.0,3.0,0.0,,2.0,4.0,0.0,False
26.0,4.0,4.0,2.0,0.0,1.0,1.0,4.0,0.0,False
40.0,,4.0,2.0,0.0,1.0,,4.0,0.0,False
30.0,4.0,4.0,1.0,0.0,1.0,2.0,,0.0,False
36.0,3.0,4.0,3.0,0.0,0.0,3.0,,,False
33.0,,,3.0,0.0,1.0,,4.0,0.0,False
41.0,4.0,4.0,5.0,0.0,1.0,2.0,4.0,0.0,False
45.0,3.0,3.0,6.0,0.0,1.0,2.0,4.0,,False
,,4.0,6.0,,1.0,2.0,4.0,0.0,False
35.0,4.0,4.0,3.0,,0.0,3.0,4.0,0.0,False
37.0,4.0,4.0,4.0,0.0,0.0,2.0,4.0,0.0,False
46.0,,4.0,3.0,0.0,0.0,1.0,4.0,0.0,False
38.0,4.0,4.0,4.0,0.0,1.0,3.0,4.0,0.0,False
30.0,3.0,4.0,,,1.0,,4.0,0.0,False
42.0,4.0,3.0,7.0,1.0,,1.0,4.0,0.0,False
35.0,,2.0,6.0,1.0,,3.0,4.0,0.0,False
34.0,4.0,4.0,6.0,1.0,1.0,3.0,4.0,0.0,False
37.0,4.0,4.0,4.0,1.0,1.0,,4.0,0.0,False
38.0,,4.0,6.0,,1.0,1.0,4.0,0.0,False
30.0,3.0,3.0,2.0,1.0,1.0,2.0,3.0,,False
46.0,4.0,4.0,4.0,1.0,,1.0,4.0,0.0,False
,4.0,4.0,,0.0,1.0,2.0,4.0,0.0,False
41.0,4.0,4.0,,0.0,1.0,1.0,4.0,0.0,False
41.0,4.0,,7.0,,1.0,2.0,,0.0,False
32.0,4.0,4.0,2.0,0.0,,2.0,4.0,0.0,False
44.0,,4.0,4.0,1.0,1.0,1.0,4.0,,False
39.0,4.0,4.0,4.0,,1.0,1.0,4.0,0.0,False
39.0,4.0,4.0,,1.0,1.0,,4.0,,False
45.0,,4.0,4.0,1.0,1.0,1.0,4.0,0.0,False
33.0,4.0,,3.0,1.0,,1.0,4.0,,False
,4.0,4.0,3.0,0.0,,1.0,4.0,0.0,False
,4.0,4.0,,,0.0,1.0,4.0,0.0,False
34.0,3.0,3.0,6.0,1.0,1.0,,,0.0,False
33.0,3.0,3.0,5.0,1.0,1.0,3.0,4.0,0.0,False
,,2.0,8.0,1.0,1.0,2.0,2.0,0.0,False
,,2.0,5.0,1.0,1.0,2.0,4.0,0.0,False
47.0,1.0,1.0,8.0,1.0,1.0,3.0,4.0,1.0,False
25.0,2.0,4.0,3.0,1.0,1.0,1.0,4.0,,False
24.0,3.0,4.0,5.0,1.0,1.0,1.0,2.0,1.0,False
41.0,,4.0,4.0,1.0,0.0,1.0,4.0,0.0,False
29.0,3.0,3.0,4.0,1.0,,,,0.0,False
27.0,2.0,,5.0,1.0,1.0,3.0,1.0,,False
40.0,3.0,,5.0,1.0,1.0,1.0,2.0,0.0,False
30.0,2.0,,,1.0,1.0,3.0,1.0,0.0,False
24.0,4.0,4.0,1.0,1.0,,1.0,4.0,,False
,4.0,4.0,,,,,4.0,0.0,False
17.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,0.0,False
28.0,,,,1.0,1.0,,3.0,0.0,False
27.0,2.0,4.0,1.0,,,1.0,4.0,0.0,False
21.0,3.0,,1.0,1.0,1.0,3.0,3.0,0.0,False
,2.0,,4.0,1.0,1.0,2.0,4.0,,False
48.0,,4.0,16.0,1.0,1.0,1.0,4.0,0.0,False
,2.0,4.0,3.0,,0.0,3.0,3.0,0.0,False
,,4.0,2.0,1.0,1.0,3.0,4.0,,False
20.0,3.0,4.0,2.0,1.0,1.0,1.0,3.0,0.0,False
28.0,4.0,,,1.0,1.0,3.0,,0.0,False
32.0,2.0,3.0,,1.0,0.0,2.0,3.0,,False
27.0,3.0,3.0,1.0,1.0,0.0,,3.0,0.0,False
25.0,2.0,3.0,,1.0,1.0,3.0,1.0,0.0,False
43.0,4.0,4.0,,1.0,1.0,1.0,4.0,0.0,False
35.0,4.0,,,1.0,1.0,2.0,,0.0,False
30.0,,4.0,1.0,1.0,,1.0,4.0,,False
29.0,1.0,4.0,3.0,,1.0,4.0,4.0,1.0,False
33.0,3.0,4.0,8.0,1.0,,3.0,,0.0,False
,3.0,4.0,5.0,1.0,0.0,,4.0,0.0,False
,2.0,,3.0,1.0,1.0,4.0,4.0,0.0,False
33.0,2.0,4.0,3.0,,1.0,2.0,4.0,0.0,False
35.0,2.0,,,,0.0,3.0,3.0,,False
20.0,3.0,3.0,2.0,1.0,1.0,2.0,,0.0,False
26.0,2.0,4.0,,1.0,1.0,3.0,4.0,0.0,False
,3.0,3.0,2.0,1.0,,3.0,3.0,0.0,False
45.0,1.0,3.0,3.0,1.0,,3.0,2.0,,False
,3.0,4.0,4.0,1.0,,1.0,,0.0,False
,4.0,,13.0,1.0,1.0,1.0,4.0,0.0,False
,4.0,4.0,5.0,,1.0,1.0,4.0,,False
33.0,,3.0,8.0,1.0,1.0,,4.0,0.0,False
24.0,3.0,4.0,3.0,1.0,1.0,1.0,4.0,0.0,False
30.0,2.0,2.0,4.0,1.0,1.0,2.0,1.0,0.0,False
27.0,2.0,,4.0,1.0,,,1.0,0.0,False
23.0,4.0,3.0,1.0,1.0,,2.0,,0.0,False
35.0,,,4.0,1.0,1.0,1.0,4.0,0.0,False
35.0,,,1.0,0.0,1.0,1.0,4.0,,False
40.0,4.0,4.0,,,0.0,,4.0,0.0,False
29.0,3.0,3.0,1.0,1.0,,3.0,,0.0,False
,3.0,3.0,3.0,,1.0,3.0,3.0,0.0,False
36.0,4.0,4.0,6.0,0.0,1.0,1.0,2.0,1.0,False
36.0,4.0,,4.0,0.0,,,4.0,0.0,False
,4.0,,1.0,,1.0,,3.0,0.0,False
38.0,3.0,,3.0,1.0,1.0,3.0,2.0,0.0,False
29.0,,4.0,3.0,1.0,1.0,3.0,3.0,0.0,False
19.0,4.0,4.0,1.0,1.0,1.0,1.0,3.0,0.0,False
34.0,,,2.0,1.0,,2.0,3.0,0.0,False
26.0,2.0,4.0,3.0,1.0,1.0,,4.0,0.0,False
22.0,,,1.0,,,2.0,3.0,,False
42.0,4.0,4.0,7.0,1.0,1.0,2.0,4.0,,False
27.0,3.0,4.0,2.0,1.0,1.0,3.0,2.0,,False
27.0,,4.0,2.0,,1.0,1.0,,0.0,False
39.0,4.0,3.0,,1.0,0.0,,2.0,0.0,False
,,4.0,1.0,1.0,1.0,3.0,,0.0,False
36.0,2.0,,7.0,1.0,1.0,3.0,3.0,0.0,False
,,2.0,5.0,,,,2.0,0.0,False
29.0,2.0,3.0,4.0,,1.0,2.0,1.0,,False
22.0,3.0,,2.0,1.0,1.0,,1.0,0.0,False
20.0,2.0,3.0,,,1.0,2.0,1.0,,False
33.0,3.0,4.0,4.0,1.0,,2.0,4.0,0.0,False
27.0,3.0,3.0,3.0,1.0,1.0,2.0,3.0,0.0,False
25.0,4.0,4.0,3.0,1.0,1.0,1.0,4.0,0.0,False
25.0,,,2.0,1.0,1.0,3.0,3.0,0.0,False
32.0,2.0,3.0,4.0,1.0,1.0,,2.0,0.0,False
39.0,,4.0,2.0,1.0,1.0,1.0,3.0,,False
31.0,3.0,3.0,3.0,,,2.0,1.0,1.0,False
26.0,4.0,4.0,4.0,1.0,1.0,3.0,4.0,0.0,False
30.0,3.0,3.0,7.0,,1.0,,4.0,0.0,False
,3.0,3.0,5.0,1.0,0.0,3.0,,,False
34.0,2.0,4.0,4.0,1.0,1.0,3.0,3.0,0.0,False
43.0,4.0,,,1.0,1.0,,4.0,0.0,False
32.0,,4.0,3.0,0.0,1.0,1.0,4.0,,False
41.0,4.0,4.0,5.0,,1.0,1.0,4.0,0.0,False
32.0,4.0,4.0,,0.0,,1.0,4.0,0.0,False
46.0,4.0,4.0,4.0,1.0,1.0,1.0,4.0,,False
40.0,3.0,4.0,3.0,1.0,,1.0,4.0,0.0,False
21.0,4.0,4.0,1.0,1.0,1.0,2.0,,0.0,False
,4.0,4.0,3.0,1.0,,1.0,4.0,0.0,False
25.0,4.0,4.0,1.0,0.0,1.0,,3.0,0.0,False
24.0,4.0,,1.0,,,1.0,3.0,0.0,False
,2.0,3.0,1.0,1.0,,3.0,2.0,0.0,False
22.0,4.0,4.0,,1.0,1.0,3.0,3.0,0.0,False
,4.0,4.0,4.0,,1.0,1.0,3.0,,False
,4.0,,,1.0,0.0,2.0,,0.0,False
25.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,0.0,False
31.0,3.0,3.0,6.0,0.0,1.0,3.0,1.0,0.0,False
,2.0,4.0,1.0,1.0,1.0,2.0,3.0,0.0,False
33.0,2.0,2.0,7.0,,,2.0,3.0,0.0,False
24.0,,,2.0,1.0,1.0,3.0,4.0,0.0,False
19.0,3.0,3.0,3.0,1.0,1.0,2.0,3.0,0.0,False
,,2.0,5.0,1.0,1.0,3.0,3.0,0.0,False
32.0,4.0,,,0.0,0.0,,,0.0,False
32.0,4.0,4.0,2.0,1.0,0.0,1.0,,0.0,False
29.0,1.0,3.0,5.0,1.0,1.0,3.0,3.0,,False
23.0,,4.0,1.0,1.0,1.0,2.0,,0.0,False
34.0,2.0,4.0,7.0,1.0,1.0,2.0,3.0,,False
,2.0,4.0,,,1.0,3.0,3.0,0.0,False
37.0,4.0,,4.0,1.0,1.0,,2.0,0.0,False
26.0,,4.0,4.0,1.0,1.0,2.0,3.0,0.0,False
31.0,,3.0,7.0,1.0,1.0,3.0,3.0,,False
44.0,4.0,4.0,11.0,,1.0,1.0,,0.0,False
35.0,,4.0,4.0,1.0,1.0,1.0,4.0,,False
,,4.0,2.0,1.0,1.0,3.0,4.0,0.0,False
24.0,2.0,4.0,2.0,1.0,1.0,1.0,4.0,0.0,False
24.0,4.0,,2.0,,1.0,1.0,,,False
39.0,4.0,,3.0,1.0,1.0,2.0,,0.0,False
33.0,3.0,4.0,4.0,1.0,1.0,,3.0,0.0,False
24.0,2.0,3.0,,1.0,,2.0,,0.0,False
35.0,4.0,4.0,,1.0,1.0,1.0,4.0,,False
35.0,4.0,4.0,,1.0,1.0,1.0,,0.0,False
34.0,4.0,4.0,2.0,1.0,1.0,,3.0,0.0,False
48.0,3.0,,3.0,,1.0,2.0,3.0,0.0,False
28.0,4.0,4.0,1.0,,1.0,1.0,,0.0,False
26.0,4.0,4.0,1.0,1.0,1.0,3.0,3.0,,False
43.0,,3.0,8.0,1.0,1.0,1.0,3.0,0.0,False
,2.0,2.0,5.0,1.0,0.0,2.0,4.0,0.0,False
22.0,3.0,4.0,3.0,1.0,1.0,,,0.0,False
,3.0,,3.0,1.0,1.0,3.0,,0.0,False
30.0,,,4.0,1.0,1.0,,3.0,0.0,False
38.0,4.0,,,1.0,1.0,,3.0,0.0,False
44.0,4.0,,8.0,1.0,1.0,,4.0,0.0,False
25.0,4.0,4.0,1.0,0.0,1.0,,,,False
34.0,4.0,4.0,3.0,1.0,,1.0,4.0,0.0,False
26.0,,4.0,3.0,,1.0,3.0,4.0,0.0,False
20.0,4.0,4.0,2.0,1.0,1.0,1.0,3.0,,False
,,4.0,2.0,0.0,1.0,1.0,3.0,0.0,False
27.0,3.0,,4.0,1.0,1.0,3.0,,,False
32.0,4.0,4.0,2.0,1.0,0.0,3.0,,0.0,False
,,,8.0,1.0,0.0,1.0,4.0,0.0,False
39.0,4.0,3.0,4.0,1.0,,,4.0,0.0,False
37.0,4.0,4.0,,1.0,0.0,1.0,4.0,,False
33.0,4.0,4.0,2.0,0.0,0.0,1.0,3.0,,False
32.0,4.0,4.0,,1.0,0.0,1.0,4.0,0.0,False
25.0,4.0,4.0,2.0,1.0,1.0,1.0,3.0,0.0,False
37.0,4.0,4.0,,1.0,1.0,2.0,,0.0,False
40.0,4.0,4.0,4.0,1.0,1.0,1.0,4.0,0.0,False
,4.0,4.0,6.0,1.0,1.0,,4.0,0.0,False
,4.0,4.0,4.0,1.0,1.0,1.0,4.0,0.0,False
,,3.0,3.0,1.0,1.0,2.0,2.0,0.0,False
22.0,1.0,3.0,2.0,1.0,1.0,3.0,1.0,,False
,,2.0,,,1.0,2.0,,0.0,False
30.0,3.0,,3.0,1.0,1.0,2.0,3.0,0.0,False
,2.0,2.0,,,1.0,3.0,2.0,,False
34.0,,4.0,,1.0,1.0,1.0,4.0,0.0,False
31.0,3.0,4.0,,1.0,1.0,3.0,1.0,0.0,False
30.0,3.0,3.0,,1.0,,3.0,,0.0,False
44.0,3.0,4.0,5.0,,0.0,,4.0,,False
24.0,3.0,3.0,3.0,1.0,0.0,2.0,1.0,0.0,False
,4.0,4.0,,1.0,1.0,1.0,,0.0,False
28.0,4.0,4.0,5.0,1.0,1.0,,4.0,0.0,False
27.0,,4.0,1.0,0.0,0.0,1.0,3.0,0.0,False
,3.0,3.0,3.0,1.0,1.0,2.0,1.0,0.0,False
37.0,4.0,,3.0,1.0,,2.0,4.0,0.0,False
,2.0,,8.0,1.0,,2.0,1.0,0.0,False
21.0,,2.0,1.0,1.0,,4.0,3.0,0.0,False
,2.0,3.0,7.0,,,3.0,1.0,0.0,False
23.0,2.0,3.0,2.0,1.0,,,1.0,,False
,2.0,2.0,5.0,1.0,1.0,3.0,4.0,0.0,False
33.0,2.0,4.0,3.0,1.0,1.0,,4.0,0.0,False
35.0,4.0,4.0,2.0,,0.0,1.0,4.0,0.0,False
25.0,2.0,3.0,4.0,1.0,1.0,3.0,3.0,0.0,False
29.0,2.0,4.0,4.0,1.0,0.0,2.0,4.0,0.0,False
23.0,3.0,3.0,,1.0,1.0,2.0,2.0,0.0,False
,3.0,3.0,,1.0,1.0,2.0,1.0,0.0,False
35.0,1.0,2.0,6.0,1.0,1.0,2.0,,1.0,False
25.0,3.0,3.0,3.0,1.0,1.0,3.0,2.0,0.0,False
40.0,3.0,4.0,6.0,1.0,,1.0,,0.0,False
17.0,3.0,4.0,1.0,1.0,1.0,2.0,1.0,0.0,False
,2.0,4.0,3.0,1.0,1.0,3.0,3.0,0.0,False
24.0,3.0,,1.0,,1.0,3.0,2.0,0.0,False
23.0,4.0,4.0,1.0,1.0,1.0,3.0,3.0,0.0,False
,2.0,,3.0,1.0,1.0,3.0,,0.0,False
30.0,1.0,3.0,,1.0,1.0,,4.0,0.0,False
31.0,,1.0,3.0,,,4.0,2.0,,False
26.0,,4.0,2.0,1.0,1.0,3.0,3.0,0.0,False
28.0,,4.0,2.0,,1.0,,3.0,0.0,False
,3.0,3.0,3.0,1.0,,3.0,1.0,0.0,False
,3.0,4.0,5.0,1.0,1.0,1.0,2.0,,False
,1.0,3.0,4.0,,,3.0,3.0,0.0,False
26.0,3.0,4.0,,1.0,1.0,1.0,3.0,0.0,False
25.0,3.0,3.0,3.0,1.0,1.0,3.0,,,False
,4.0,,3.0,,1.0,,,0.0,False
22.0,4.0,4.0,1.0,1.0,0.0,,4.0,,False
19.0,,4.0,1.0,1.0,1.0,2.0,4.0,0.0,False
,2.0,3.0,5.0,1.0,1.0,2.0,4.0,0.0,False
21.0,3.0,4.0,,1.0,,3.0,3.0,0.0,False
,3.0,3.0,,1.0,,3.0,3.0,,False
41.0,1.0,4.0,9.0,1.0,1.0,2.0,,0.0,False
37.0,2.0,4.0,3.0,1.0,1.0,2.0,,,False
27.0,4.0,4.0,3.0,1.0,1.0,3.0,4.0,,False
26.0,2.0,3.0,,1.0,,,3.0,0.0,False
37.0,,4.0,6.0,1.0,0.0,3.0,4.0,0.0,False
25.0,3.0,,3.0,1.0,,2.0,1.0,,False
,4.0,3.0,3.0,1.0,,2.0,4.0,0.0,False
,1.0,4.0,4.0,,1.0,3.0,4.0,1.0,False
23.0,4.0,4.0,2.0,1.0,0.0,2.0,4.0,,False
,,4.0,,,,3.0,4.0,0.0,False
24.0,3.0,4.0,1.0,1.0,1.0,3.0,4.0,0.0,False
32.0,2.0,,,1.0,0.0,2.0,2.0,0.0,False
22.0,1.0,,3.0,1.0,,3.0,1.0,,False
,3.0,3.0,1.0,1.0,1.0,2.0,1.0,0.0,False
,2.0,3.0,2.0,,,2.0,,0.0,False
38.0,,3.0,,1.0,1.0,2.0,4.0,0.0,False
33.0,2.0,2.0,2.0,1.0,1.0,3.0,4.0,0.0,False
41.0,4.0,,,1.0,1.0,,,0.0,False
,3.0,3.0,4.0,1.0,1.0,3.0,4.0,0.0,False
22.0,3.0,4.0,1.0,1.0,0.0,,4.0,0.0,False
,3.0,3.0,,,1.0,3.0,3.0,0.0,False
26.0,,4.0,3.0,1.0,1.0,,3.0,0.0,False
28.0,2.0,3.0,3.0,1.0,1.0,3.0,,0.0,False
27.0,,4.0,,0.0,1.0,3.0,4.0,0.0,False
